58efaf79cd4d740595000063	BREAKING: U.S. drops massive bomb nicknamed mother of all bombs on Islamic State target in Afghanistan2017-04-13T13:03:34-04:00	https://www.usatoday.com/	USATODAY.com		['mother' 'drops' 'afghanistan' 'bomb' 'combat' 'arsenal' 'one' 'conventional bombs' 'u.s.' 'islamic' 'bombs' 'state tunnel' 'state target' 'breaking u.s.' 'local time' '730' 'massive bomb' 'military confirms']	U.S. military confirms they dropped one of largest conventional bombs in its arsenal on an Islamic State tunnel complex around 7:30 p.m. local time Thursday.
5878fc37cd4d74637300011c	BREAKING: Chicago police beset by racial bias unconstitutional policing Justice Department says	2017-01-13T11:11:25-05:00	http://www.usatoday.com/story/news/2017/01/13/chicago-police-beset-racial-bias-unconstitutional-policing-doj-finds/96533530/	USATODAY.com		['civil rights investigation' 'a statement' 'misconduct' 'unconstitutional policing justice department' 'police beset' 'training' 'justice department' 'findings' 'agency' 'officers' 'department' 'poor' 'city' 'breaking chicago' 'feckless oversight' '13-month-long' 'chicago' 'major problems' 'agreement' 'public trust' 'racial bias' 'remedies']	\The findings from the 13-month-long civil rights investigation came as the Justice Department and the city of Chicago issued \a statement of agreement\ detailing some of the remedies aimed at improving policing in the nation's third largest city and repairing a shattered public trust.
5878fd2ccd4d74637300011d
58793a9acd4d74637300012b	BREAKING: With House passage of budget resolution Congress completes first step toward Obamacare repeal	2017-01-13T15:37:43-05:00	http://www.usatoday.com/story/news/politics/2017/01/13/house-budget-resolution-obamacare-repeal/96535068/	USATODAY.com		['simple majority' 'senate' 'care' 'repeal' 'house vote' 'swift repeal' 'budget resolution' 'filibuster' 'paves' 'obamacare' 'act repeal legislation' 'democrats' 'resolution' 'senate passage' 'passage' 'members' 'house']	The resolution would allow the eventual Affordable Care Act repeal legislation to pass with a simple majority in the Senate avoiding a filibuster by Senate Democrats.
587b9f7ecd4d746373000141	BREAKING: Death toll rises to 6 in unrelenting ice storms	2017-01-15T11:12:25-05:00	http://www.usatoday.com/story/weather/2017/01/15/death-toll-rises-six-unrelenting-ice-storms/96611798/	USATODAY.com		['6' 'rain' 'missouri' 'toll rises' 'oklahoma kansas iowa' 'widespread' 'ice storms' 'breaking death']	Widespread freezing rain forecast to continue over much of Oklahoma Kansas Iowa and Missouri.
587c106dcd4d746373000144	BREAKING: Exclusive interview: Attorney General Loretta Lynch says police issues are this era's civil rights struggle	2017-01-15T19:14:17-05:00	http://www.usatoday.com/story/news/politics/2017/01/15/loretta-lynch-interview-barack-obama-donald-trump-john-lewis-mlk-birmingham/96616848/	USATODAY.com		\['breaking exclusive' 'loretta lynch' 'lynch' \era's\ 'interview attorney' 'president-elect' 'donald trump' 'martin luther king' 'weekend events' 'birmingham alabama' 'commemorate' 'world' 'usa today' \issues'\ 'inauguration' 'wide-ranging interview' 'police issues' 'civil rights struggle']|\\I really think the world is watching how we deal with these issues'' Lynch said to USA TODAY in a wide-ranging interview in Birmingham Alabama where she traveled to commemorate Martin Luther King weekend events just days before the inauguration of President-elect Donald Trump.
587c231ecd4d746373000145	News Alert: Trump calls for ‘insurance for everybody’ in plan to replace Obamacare
587cfd01cd4d746aac000006	BREAKING: Reports: Wife of Pulse nightclub shooter Omar Mateen arrested	2017-01-16T12:03:34-05:00	http://www.usatoday.com/	USATODAY.com		['u.s.' 'nightclub' 'gunman' 'dead' 'nightclub shooter' 'wife' 'orlando' 'york' 'salman' 'cbs news report' 'omar mateen' '49' 'breaking reports wife' 'connection' 'deadliest mass shooting' 'noor salman' 'pulse' '2016']	The New York Times and CBS News report that Noor Salman has been arrested in connection with the June 2016 shooting at Pulse nightclub in Orlando that left 49 dead.
587d355acd4d746aac000010	BREAKING: Former astronaut Gene Cernan the last man to walk on the moon dies at age 82	2017-01-16T16:04:22-05:00	http://www.usatoday.com/story/tech/nation-now/2017/01/16/last-moonwalker-dies/96641846/	USATODAY.com		['mission' '1963' '73' 'known' '9' 'man' '17' 'age' 'nasa' 'moon' 'space' 'astronaut' 'one' 'gemini' 'apollo' 'tom stafford' 'command pilot' '82' 'eugene' 'gene cernan' 'surface' 'occasions' 'death' 'total' '14' 'family' 'astronauts' 'navy captain' 'commander' 'cernan' 'gene']	He was one of only two astronauts to fly to the moon on two occasions the second time as commander of Apollo 17 the last mission to the moon.
587d3fe8cd4d746aac000017	BREAKING: Suspect in New Year's Eve attack on nightclub in Istanbul captured according to Turkish media reports	2017-01-16T16:49:22-05:00	http://www.usatoday.com/	USATODAY.com		['istanbul' 'nightclub' 'turkish media reports' 'eve attack' 'cnnturk' '39' 'breaking suspect' 'nightclub attacker' 'captured' 'turkish security forces' 'reina' 'ajturk']	The Reina nightclub attacker who killed 39 people was captured by Turkish security forces AJTurk and CNNTurk report.
587dba88cd4d746aac000021	BREAKING: After 3 years reports say the search for Malaysia Airlines flight MH370 ends with no plane and few answers	2017-01-17T01:32:26-05:00	http://www.usatoday.com/	USATODAY.com		['suspended' '160' 'agency' 'airlines' 'flight' 'mh370' 'hunt' 'remote waters' 'years reports' '777' 'lead' '3' 'ends' 'australia' 'answers' 'plane' 'malaysia' 'coordination' 'joint' 'search' 'boeing' 'center']	The Joint Agency Coordination Center in Australia which has helped lead the $160 million hunt for the Boeing 777 in remote waters west of Australia said the search had officially been suspended the Associated Press and CNN reported.
587dbac6cd4d746aac000022	BREAKING: After 3 years reports say the search for Malaysia Airlines flight 370 ends with no plane and few answers	2017-01-17T01:33:13-05:00	http://www.usatoday.com/	USATODAY.com		['agency' 'ends' 'answers' 'joint' 'remote waters' 'plane' 'malaysia' 'suspended' 'coordination' 'lead' 'australia' '160' 'airlines' 'flight' 'years reports' 'center' 'hunt' '370' '777' '3' 'search' 'boeing']	The Joint Agency Coordination Center in Australia which has helped lead the $160 million hunt for the Boeing 777 in remote waters west of Australia said the search had officially been suspended the Associated Press and CNN reported.
587de4b9cd4d746aac00002a	BREAKING: Germany's highest court rejects bid to outlaw far-right NPD party	2017-01-17T04:32:31-05:00	http://www.usatoday.com/	USATODAY.com		\[\party's ideology\ 'national democratic party npd' 'neo-nazi party' \breaking germany's\ 'democracy' 'constitutional' 'merit' 'active threat' 'lawmakers' 'npd' 'germany' 'democratic system' 'court rejects' 'far-right' 'andreas vosskuhle' 'court' 'dpa' 'threat' 'outlaw far-right' 'ban' 'news agency reported' 'party' 'bid']|The Constitutional Court of Germany has rejected a bid to ban the far-right National Democratic Party (NPD) which has often been accused of being a neo-Nazi party.
587dfac5cd4d746aac00002c	BREAKING: U.S. increasing airdrops of supplies to forces battling the Islamic State in Syria	2017-01-17T06:06:35-05:00	http://www.usatoday.com/story/news/world/2017/01/17/united-states-planes-dropping-supplies-isil-syria/96558314/	USATODAY.com		['gen' 'ground forces' 'carlton everhart' 'breaking u.s.' 'forces' 'precision airdrop capability' 'syria' 'efforts' 'retake' 'mobility command' 'supplies' 'islamic state' 'airdrops' 'air' 'islamic' 'raqqa' 'commander']	\\Our expanded precision airdrop capability is helping ground forces take the offensive to (the Islamic State) and efforts to retake Raqqa\ said Gen. Carlton Everhart commander of the Air Mobility Command.
587dfc73cd4d746aac00002d
587e04ddcd4d746aac00002f	BREAKING: Watch live: British PM Theresa May outlines Brexit plan	2017-01-17T06:49:33-05:00	http://www.usatoday.com/story/news/world/2017/01/17/live-british-pm-theresa-may-brexit-speech/96658378/	USATODAY.com		['pm theresa may' 'minister' 'european union' 'outlines' 'theresa may' 'prime' 'brexit' 'country' 'breaking watch' 'speech' 'usa today']	British Prime Minister Theresa May will indicate that her country will make a clean break from the European Union in a highly-anticipated speech Tuesday.
587e113dcd4d746aac000037	BREAKING: Theresa May: Britain will not be a member of EU's single market post-Brexit	2017-01-17T07:42:17-05:00	http://www.usatoday.com/story/news/world/2017/01/17/britains-may-indicate-clean-break-eu-brexit-speech/96658332/	USATODAY.com		\['eu' 'referendum' 'member' 'theresa may' 'process' \eu's\ 'market post-brexit' 'market' 'prime' 'restrictions' 'member states' 'breaking theresa may britain' 'brexit' 'trigger' 'statement' 'exit' 'kingdom' \union's\ 'minister' 'alliance' 'depart' 'speech' 'end' 'bloc' 'country']|British Prime Minister Theresa May said the United Kingdom cannot be a member of the European Union's single market which allows member states to trade with each other without restrictions.
587e2797cd4d746aac00003e	BREAKING: GM announces $1 billion investment in U.S. manufacturing 7000 jobs	2017-01-17T09:17:38-05:00	http://www.usatoday.com/	USATODAY.com		['america' 'competitiveness' 'michigan' 'increase' 'gm ceo mary barra' 'breaking gm' 'billion' 'base increases' '450' 'u.s.' 'jobs' 'company' '7000' 'owners' 'work' 'full-size pickup trucks' 'manufacturing' 'axle production' 'carmaker' 'release' 'announces 1' 'mexico' 'results' 'investment']	The company is also laying plans for bringing axle production for full-size pickup trucks including work previously done in Mexico to Michigan creating 450 U.S. jobs the carmaker said in a release.
587e626dcd4d746aac000045	BREAKING: Nigeria mistakenly bombs refugee camp killing dozens	2017-01-17T13:28:36-05:00	http://www.usatoday.com/story/news/world/2017/01/17/nigeria-bombs-refugee-camp/96668002/	USATODAY.com		['120' 'death toll' 'mission' 'extremists' 'bombs refugee camp' 'breaking nigeria' 'dozens' 'doctors' 'wounded' 'bodies' '100' 'borders' 'rann' '50' 'refugee camp' 'nigerian' 'air force fighter jet' 'boko haram']	Doctors Without Borders said its team based in Rann counted 50 bodies and treated 120 wounded.
587e893acd4d746aac00004a	BREAKING: As Trump inherits a divided country his supporters say it's Democrats that have to do all the healing	2017-01-17T16:14:28-05:00	http://www.usatoday.com/story/news/politics/2017/01/17/post-election-political-healing-trump-nation-says-democrats-heal-thyself/96483356/	USATODAY.com		\['remedies' 'supporters' 'trump nation' 'president-elect' 'trump' 'inauguration time magnanimity' 'america' 'jobs' 'donald trump' 'prevails' 'hillary clinton' 'array' 'usa today network' 'members' 'one' 'great again' 'can should' 'post-election divide' 'inherits' 'voters' 'country' '50' 'southern border' \states who've\ 'mollify']|But there's little that President-elect Donald Trump can should or probably will do to mollify Hillary Clinton supporters according to members of Trump Nation an array of Trump voters in all 50 states who've spoken with the USA TODAY Network.
587e8bc2cd4d746aac00004b	BREAKING: Former 'Apprentice' contestant hits Trump with defamation suit over sex assault allegations.	2017-01-17T16:25:17-05:00	http://www.usatoday.com/story/news/politics/onpolitics/2017/01/17/trump-accuser-sues-defamation/96682958/	USATODAY.com		\['2007' 'apprentice' 'zervos' 'beverly' 'trump' 'summer' 'court' \apprentice' contestant hits\ 'york' 'contestant' 'defamation suit' 'gloria allred' 'defamation lawsuit' 'sex assault allegations' 'hotel room' 'retraction' 'donald trump' 'accusations' 'president-elect' 'attorney' 'hills']|\Summer Zervos a former contestant on \The Apprentice\ filed a defamation lawsuit Tuesday against President-elect Donald Trump in a New York court.
587e8c5dcd4d746aac00004d	Breaking News: Chelsea Manning the ex-Army analyst who gave files to WikiLeaks will be freed in May. President Obama is commuting her sentence.
